1.299980344996381021e+01,-2.130949669702709315e+01,0.000000000000000000e+00
-5.679696553823312399e+00,1.965360859498269619e+01,1.000000000000000000e+00
-2.327955320372726788e+01,2.245243895600678385e+00,1.000000000000000000e+00
-4.942107685441005316e+00,2.408251987111473813e+00,1.000000000000000000e+00
-5.095528848566570623e+00,-2.167478405415292908e+00,1.000000000000000000e+00
2.254447357299540045e+01,2.090503036636689416e+01,0.000000000000000000e+00
-1.324506715201014018e+01,3.035158996994520297e+00,1.000000000000000000e+00
1.013392556067036665e+01,1.473927810817437489e+01,0.000000000000000000e+00
6.492320760936083346e+00,1.576091652367910001e+01,0.000000000000000000e+00
2.184402090706271782e+00,1.722647717312918303e+01,1.000000000000000000e+00
-3.998978795608585823e+00,6.206070731422840936e+00,1.000000000000000000e+00
1.986529466329771765e+01,1.046632382312242315e+00,0.000000000000000000e+00
-2.937214557727443331e+00,-1.133028877988842353e+01,0.000000000000000000e+00
1.436561809876970841e+01,1.244832297655922915e+01,0.000000000000000000e+00
1.377118596818318608e+01,9.645608520706312916e+00,0.000000000000000000e+00
-4.964124038555629781e+00,-7.738704541370347023e+00,1.000000000000000000e+00
6.073109971965142684e-01,7.932831289465669400e+00,1.000000000000000000e+00
6.042230619450448259e+00,3.188718722841219488e-01,0.000000000000000000e+00
-1.857199853404168044e+00,-8.971537727336151846e-01,1.000000000000000000e+00
1.349816553673946373e+00,1.439646812813946686e-01,0.000000000000000000e+00
-1.268937908959298433e+01,6.429408978161001542e+00,1.000000000000000000e+00
8.679095505245930653e+00,1.749915963789062090e+01,0.000000000000000000e+00
-7.756201798332654995e+00,-7.448803918503500654e+00,1.000000000000000000e+00
-1.919837496976552593e+00,4.911856731985364100e+00,1.000000000000000000e+00
1.122995415999151803e+01,-7.938116007198613211e+00,0.000000000000000000e+00
6.027971552417402457e+00,3.556697107414460213e+00,0.000000000000000000e+00
-1.011357267509554569e+00,-1.602525753631508287e+00,1.000000000000000000e+00
-5.618571307639371071e+00,7.658374344820712665e+00,1.000000000000000000e+00
-2.045536248202111551e+01,-5.766476656750532115e+00,1.000000000000000000e+00
